B67202,742279,Our Lady of Fatima Catholic S,Elementary,230
B67202,746568,Our Lady of Lourdes Catholic S,Elementary,276
B67202,746690,Our Lady of Mercy Catholic S,Elementary,188
B67202,706264,Our Lady of Mount Carmel Catholic S,Elementary,367
B67202,752932,Regiopolis/Notre-Dame Catholic HS,Secondary,1136
B67202,756830,Sacred Heart Catholic S,Elementary,139
B67202,764370,Sacred Heart Catholic S,Elementary,150
B67202,868370,Sacred Heart Catholic S,Elementary,50
B67202,781142,St Carthagh Catholic S,Elementary,156
B67202,796220,St Gregory Catholic S,Elementary,249
B67202,799556,St James Major,Elementary,23
B67202,815330,St Joseph Catholic S,Elementary,305
B67202,695602,St Joseph S,Elementary,51
B67202,830984,St Marguerite Bourgeoys Catholic S,Elementary,399
B67202,823570,St Martha Catholic S,Elementary,461
B67202,824330,St Martin of Tours Catholic S,Elementary,33
B67202,831840,St Mary Catholic S,Elementary,489
B67202,865125,St Mary Catholic S,Elementary,74
B67202,834688,St Michael Catholic S,Elementary,431
B67202,764248,St Patrick Catholic S,Elementary,36
B67202,838861,St Patrick Catholic S,Elementary,77
B67202,841773,St Patrick Catholic S,Elementary,268
B67202,842761,St Paul Catholic S,Elementary,151
B67202,841358,St Paul Catholic SS,Secondary,425
B67202,844845,St Peter Catholic S,Elementary,109
B67202,845493,St Peter Catholic S,Elementary,343
B67202,851752,St Theresa Catholic SS,Secondary,708
B67202,856150,St Thomas More Catholic S,Elementary,246
B66010,19313,Anne Hathaway PS,Elementary,374
B66010,893048,Avon Maitland District E-learning Centre,Secondary,175
B66010,28673,Avon PS,Elementary,272
B66010,39306,Bedford PS,Elementary,495
B66010,55190,Blyth PS,Elementary,154
B66010,66699,Brookside PS,Elementary,201
B66010,68586,Brussels PS,Elementary,182
B66010,899569,Central Huron SS,Secondary,599
B66010,93718,Central Perth E S,Elementary,247
B66010,112917,Clinton PS,Elementary,208
B66010,625116,Colborne Central S,Elementary,153
B66010,145912,Downie Central PS,Elementary,270
B66010,40789,East Wawanosh PS,Elementary,132
B66010,175170,Elma Township PS,Elementary,426
B66010,190527,Exeter E S,Elementary,343
B66010,953776,F E Madill SS,Secondary,841
B66010,450242,GDCI - Elementary,Elementary,109
B66010,913600,Goderich District CI,Secondary,563
B66010,478133,Goderich PS,Elementary,392
B66010,231088,Grey Central PS,Elementary,144
B66010,242527,Hamlet PS,Elementary,218
B66010,252921,Hensall PS,Elementary,149
B66010,263192,Holmesville PS,Elementary,109
B66010,268003,Howick Central S,Elementary,313
B66010,268640,Hullett Central PS,Elementary,161
B66010,273694,Huron Centennial S,Elementary,360
B66010,95362,Listowel Central PS,Elementary,364
B66010,923095,Listowel DSS,Secondary,1004
B66010,163619,Listowel Eastdale PS,Elementary,229
B66010,285535,Little Falls Public School PS,Elementary,480
B66010,366021,Milverton PS,Elementary,256
B66010,927120,Mitchell DHS,Secondary,381
B66010,372781,Mornington Central PS,Elementary,175
B66010,406040,North Easthope PS,Elementary,159
B66010,490040,Romeo PS,Elementary,134
B66010,504475,Seaforth PS,Elementary,338
B66010,507725,Shakespeare PS,Elementary,197
B66010,943118,South Huron DHS,Secondary,695
B66010,523267,South Perth Centennial PS,Elementary,177
B66010,528650,Sprucedale PS,Elementary,214
B66010,944807,St Marys DC & VI,Secondary,512
B66010,100438,St. Marys DCVI - Elementary,Elementary,112
B66010,535508,Stephen Central PS,Elementary,151
B66010,531073,Stratford Central PS,Elementary,277
B66010,945587,Stratford Central SS,Secondary,804
B66010,531090,Stratford Northwestern PS,Elementary,207
B66010,945714,Stratford Northwestern SS,Secondary,940
B66010,562718,Turnberry Central PS,Elementary,141
B66010,566667,Upper Thames E S,Elementary,802
B66010,566748,Usborne Central S,Elementary,99
B66010,583669,Wallace PS,Elementary,231
B66010,615234,Wingham PS,Elementary,239
B66010,627755,Zurich PS,Elementary,109
B66001,10472,Alexandra Community S,Elementary,234
B66001,11606,Amabel-Sauble Community S,Elementary,143
B66001,22322,Arran Tara E S,Elementary,241
B66001,36994,Bayview PS,Elementary,288
B66001,552585,Beaver Valley Community S,Elementary,437
B66001,340804,Beavercrest Community S,Elementary,212
B66001,57410,Brant Township Central S,Elementary,159
B66001,67709,Bruce Peninsula District S,Elementary,165
B66001,896969,Bruce Peninsula District S,Secondary,114
B66001,901253,Chesley DHS,Secondary,272
B66001,135143,Dawnview PS,Elementary,261
B66001,137618,Derby PS,Elementary,231
B66001,151165,Dufferin E S,Elementary,232
B66001,458554,Dundalk & Proton Community S,Elementary,202
B66001,167649,Egremont Community S,Elementary,220
B66001,293776,Elgin Market PS,Elementary,278
B66001,524239,G C Huston PS,Elementary,186
B66001,925438,Georgian Bay SS,Secondary,547
B66001,914444,Grey Highlands SS,Secondary,888
B66001,281131,Hanover Heights Community S,Elementary,514
B66001,253316,Hepworth Central PS,Elementary,316
B66001,152820,Highpoint Community E S,Elementary,242
B66001,257168,Hillcrest Central S,Elementary,143
B66001,257869,Hillcrest E S,Elementary,527
B66001,262935,Holland-Chatsworth Central S,Elementary,281
B66001,273775,Huron Heights PS,Elementary,226
B66001,915556,John Diefenbaker SS,Secondary,640
B66001,291030,Keppel-Sarawak E S,Elementary,336
B66001,919454,Kincardine DSS,Secondary,629
B66001,293750,Kincardine Township-Tiverton PS,Elementary,211
B66001,169200,Kinghurst Community,Elementary,297
B66001,323900,Lucknow Central PS,Elementary,191
B66001,198978,Macphail Memorial E S,Elementary,502
B66001,357057,Meaford Community S,Elementary,355
B66001,364290,Mildmay-Carrick Central S,Elementary,148
B66001,401129,Normanby Community S,Elementary,225
B66001,403741,Northport E S,Elementary,359
B66001,93939,Osprey Central S,Elementary,317
B66001,933236,Owen Sound C & VI,Secondary,760
B66001,431028,Paisley Central S,Elementary,128
B66001,605743,Peninsula Shores District S,Elementary,289
B66001,953253,Peninsula Shores District S,Secondary,306
B66001,450910,Port Elgin-Saugeen Central S,Elementary,565
B66001,484970,Ripley-Huron Community - Junior Campus S,Elementary,254
B66001,940127,Saugeen DSS,Secondary,672
B66001,155683,Spruce Ridge Community S,Elementary,493
B66001,529826,St Edmunds PS,Elementary,32
B66001,531146,St Vincent-Euphrasia E S,Elementary,303
B66001,540200,Sullivan Community S,Elementary,149
B66001,544892,Sydenham Community S,Elementary,473
B66001,950262,Walkerton District Community School(Seco,Secondary,430
B66001,582085,Walkerton PS,Elementary,241
B66001,951692,West Hill SS,Secondary,1096
B67164,688088,Assumption College School S,Secondary,1521
B67164,690015,Blessed Sacrament S,Elementary,142
B67164,696900,Christ the King S,Elementary,135
B67164,714453,Holy Cross S,Elementary,140
B67164,716960,Holy Family S,Elementary,152
B67164,720232,Holy Trinity Catholic HS,Secondary,1102
B67164,750259,Jean Vanier C Elem S,Elementary,346
B67164,736481,Notre Dame Catholic E S,Elementary,362
B67164,739200,Notre Dame S,Elementary,357
B67164,743968,Our Lady of Fatima S,Elementary,113
B67164,745006,Our Lady of La Salette Sep S,Elementary,108
B67164,749125,Our Lady of Providence C Elem S,Elementary,396
B67164,753084,Resurrection S,Elementary,145
B67164,762756,Sacred Heart C Elem S,Elementary,203
B67164,759309,Sacred Heart S,Elementary,250
B67164,751898,St John's College,Secondary,1356
B67164,773999,St. Anthony Daniel S,Elementary,85
B67164,704940,St. Basil C Elem S,Elementary,248
B67164,779580,St. Bernard S,Elementary,161
B67164,779067,St. Bernard of Clairvaux S,Elementary,200
B67164,782050,St. Cecilia's S,Elementary,184
B67164,789984,St. Frances Cabrini S,Elementary,232
B67164,793256,St. Gabriel Catholic (Elem) S,Elementary,445
B67164,810827,St. Joseph's S,Elementary,425
B67164,818453,St. Leo S,Elementary,189
B67164,828599,St. Mary S,Elementary,128
B67164,831450,St. Mary's S,Elementary,134
B67164,834831,St. Michael's S,Elementary,111
B67164,834963,St. Michael's S,Elementary,197
B67164,840530,St. Patrick S,Elementary,145
B67164,840556,St. Patrick's S,Elementary,137
B67164,844977,St. Peter S,Elementary,182
B67164,846791,St. Pius X S,Elementary,97
B67164,850950,St. Stephen's S,Elementary,167
B67164,853038,St. Theresa S,Elementary,152
B67008,711985,Holy Family,Elementary,266
B67008,721255,Immaculate Conception Sep S,Elementary,225
B67008,710296,Mary Immaculate Community,Elementary,124
B67008,732800,Mother Teresa,Elementary,206
B67008,737399,Notre Dame Catholic S,Elementary,358
B67008,759430,Sacred Heart HS,Secondary,743
B67008,732133,Sacred Heart S,Elementary,164
B67008,864218,Sacred Heart Sep S,Elementary,96
B67008,774332,St Anthony's Sep S,Elementary,278
B67008,776602,St Basil's Sep S,Elementary,329
B67008,751464,St Joseph's S,Elementary,199
B67008,776599,St Mary's HS,Secondary,620
B67008,705098,St Peter's & St Paul's Sep S,Elementary,142
B67172,689610,Bishop Macdonell Sep S,Elementary,208
B67172,715131,Holy Cross S,Elementary,515
B67172,828203,Holy Name of Mary Sep S,Elementary,302
B67172,821553,Holy Trinity C Elem S,Elementary,165
B67172,715190,Holy Trinity Catholic SS,Secondary,532
B67172,721646,Immaculate Conception Sep S,Elementary,204
B67172,696269,Iona Academy,Elementary,251
B67172,691127,J L Jordan Sep S,Elementary,155
B67172,753670,Mother Teresa Catholic,Elementary,436
B67172,736457,Notre Dame Catholic HS,Secondary,508
B67172,697630,Notre Dame Catholic Sep S,Elementary,208
B67172,741361,Our Lady of Good Counsel Sep S,Elementary,129
B67172,750646,Pope John Paul II Regional E S,Elementary,175
B67172,759040,Sacred Heart S,Elementary,268
B67172,758787,Sacred Heart of Jesus Sep S,Elementary,94
B67172,769312,St Andrew's Sep S,Elementary,254
B67172,771651,St Anne's S,Elementary,352
B67172,785040,St Columban's Catholic Elementary S,Elementary,211
B67172,788686,St Edward's S,Elementary,117
B67172,806102,St Finnan's Catholic S,Elementary,147
B67172,751502,St Francis Xavier Catholic HS,Secondary,360
B67172,792365,St Francis Xavier E S,Elementary,155
B67172,792322,St Francis Xavier Sep S,Elementary,194
B67172,791938,St Francis de Sales Sep S,Elementary,222
B67172,794538,St George's Sep S,Elementary,90
B67172,799602,St James the Greater Sep S,Elementary,198
B67172,803022,St John Bosco Catholic S,Elementary,299
B67172,804800,St John Catholic HS,Secondary,661
B67172,802700,St John E S,Elementary,332
B67172,806277,St Joseph's SS,Secondary,942
B67172,725374,St Joseph's Sep S,Elementary,174
B67172,813907,St Joseph's Sep S,Elementary,369
B67172,736201,St Jude's Catholic Elementary S,Elementary,311
B67172,824593,St Mary's HS,Secondary,563
B67172,828726,St Mary's Sep S,Elementary,221
B67172,828874,St Mary's Sep S,Elementary,194
B67172,828980,St Mary's Sep S,Elementary,150
B67172,830283,St Mary-St Cecilia Catholic,Elementary,201
B67172,726176,St Matthew Catholic Secondary School,Secondary,95
B67172,832502,St Michael E S,Elementary,225
B67172,832480,St Michael HS,Secondary,577
B67172,753602,St Patrick Catholic E S,Elementary,276
B67172,844713,St Peter's S,Elementary,176
B67172,773450,St. Gregory Catholic,Elementary,306
B67172,680764,St. John Intermediate School,Elementary,150
B67172,803065,St. Luke Catholic HS,Secondary,88
B67172,818968,St. Luke Catholic S,Elementary,33
B67172,814555,St. Mark Catholic S,Elementary,427
B67172,765428,St. Matthew Catholic Elementary School,Elementary,
B67172,733067,St. Thomas Aquinas Catholic HS,Secondary,510
B67172,773026,St. Thomas Aquinas Catholic S,Elementary,205
B66303,199761,Académie La Pinède,Elementary,57
B66303,165468,Académie de la Moraine,Elementary,251
B66303,165409,Académie de la Tamise,Elementary,204
B66303,918997,Collège français secondaire,Secondary,269
B66303,117382,Collège français élémentaire,Elementary,165
B66303,156167,É Élém Antonine Maillet,Elementary,213
B66303,165441,É Élém Carrefour des Jeunes,Elementary,379
B66303,4367,É Élém Champlain,Elementary,94
B66303,165204,É Élém Confédération,Elementary,48
B66303,194069,É Élém Félix-Leclerc,Elementary,248
B66303,165212,É Élém Gabriel-Dumont,Elementary,77
B66303,497134,É Élém Gabrielle-Roy,Elementary,227
B66303,156264,É Élém Georges-P-Vanier,Elementary,50
B66303,165417,É Élém Horizon Jeunesse,Elementary,343
B66303,282260,É Élém Jeanne-Lajoie,Elementary,338
B66303,156183,É Élém Jeunes sans frontières,Elementary,132
B66303,165395,É Élém L'Envolée,Elementary,232
B66303,156256,É Élém L'Harmonie,Elementary,241
B66303,419354,É Élém L'Héritage,Elementary,165
B66303,165450,É Élém L'Odyssée,Elementary,102
B66303,302481,É Élém La Fontaine,Elementary,134
B66303,19735,É Élém La Mosaïque,Elementary,380
B66303,32247,É Élém La Source,Elementary,313
B66303,165000,É Élém LaMarsh,Elementary,167
B66303,309192,É Élém Laure-Rièse,Elementary,342
B66303,311090,É Élém Les Rapides,Elementary,129
B66303,328910,É Élém Maison Montessori,Elementary,193
B66303,10340,É Élém Marie-Curie,Elementary,396
B66303,298572,É Élém Michel-Gratton,Elementary,38
B66303,164941,É Élém Nouvel Horizon,Elementary,128
B66303,619655,É Élém Patricia-Picknell,Elementary,210
B66303,165484,É Élém Pavillon de la jeunesse,Elementary,166
B66303,165476,É Élém Pierre-Elliott-Trudeau,Elementary,411
B66303,165425,É Élém Renaissance,Elementary,179
B66303,412543,É Élém Roméo Dallaire,Elementary,94
B66303,629646,É Élém des Quatre-Rivières,Elementary,88
B66303,426502,É Élém du Chêne,Elementary,129
B66303,186910,É Élém Étienne-Brûlé,Elementary,167
B66303,530476,ÉP Saint-Joseph,Elementary,162
B66303,907553,ÉS Confédération,Secondary,117
B66303,909858,ÉS Franco-Jeunesse,Secondary,24
B66303,910554,ÉS Gabriel-Dumont,Secondary,112
B66303,914723,ÉS Gaétan Gervais,Secondary,20
B66303,907308,ÉS Georges-P-Vanier,Secondary,105
B66303,907642,ÉS Jeunes sans frontières,Secondary,239
B66303,934852,ÉS Le Caron,Secondary,190
B66303,961008,ÉS Michel-Gratton,Secondary,35
B66303,925326,ÉS Roméo Dallaire,Secondary,85
B66303,907588,ÉS Étienne-Brûlé,Secondary,395
B67300,860919,Centre de formation pour adultes,Secondary,31
B67300,707880,É Élém C Frère André,Elementary,374
B67300,708054,É Élém C Georges P Vanier,Elementary,312
B67300,732400,É Élém C Monseigneur Augustin Caron,Elementary,561
B67300,797359,É Élém C Monseigneur Jean Noël,Elementary,419
B67300,695025,É Élém C Monseigneur-Bruyère,Elementary,137
B67300,765865,É Élém C Notre-Dame,Elementary,37
B67300,705349,É Élém C Pavillon des Jeunes,Elementary,405
B67300,768138,É Élém C Saint-Ambroise,Elementary,115
B67300,774901,É Élém C Saint-Antoine,Elementary,305
B67300,787515,É Élém C Saint-Edmond,Elementary,219
B67300,791288,É Élém C Saint-Francis,Elementary,150
B67300,792187,É Élém C Saint-François-Xavier,Elementary,80
B67300,804150,É Élém C Saint-Jean-Baptiste,Elementary,354
B67300,715539,É Élém C Saint-Jean-de-Brébeuf,Elementary,281
B67300,832626,É Élém C Saint-Michel,Elementary,543
B67300,863009,É Élém C Saint-Paul,Elementary,144
B67300,845639,É Élém C Saint-Philippe,Elementary,159
B67300,855375,É Élém C Saint-Thomas-d'Aquin,Elementary,305
B67300,861170,É Élém C Sainte-Catherine,Elementary,194
B67300,730327,É Élém C Sainte-Marguerite-Bourgeoys,Elementary,289
B67300,822540,É Élém C Sainte-Marie,Elementary,283
B67300,863394,É Élém C Sainte-Thérèse,Elementary,477
B67300,863726,É Élém C Sainte-Ursule,Elementary,210
B67300,728659,É Élém C St-Dominique-Savio,Elementary,152
B67300,701777,É Élém C Ste-Jeanne-d'Arc,Elementary,211
B67300,761907,É Élém C Ste-Marguerite-d'Youville,Elementary,394
B67300,704717,ÉS C E.J.Lajeunesse,Secondary,377
B67300,728772,ÉS C l'Essor,Secondary,646
B67300,708500,ÉS C École secondaire Monseigneur-Bruyère,Secondary,151
B67300,705438,ÉS C École secondaire Notre-Dame,Secondary,42
B67300,705101,ÉS C École secondaire Saint-Dominique-Savio,Secondary,12
B67300,791601,ÉS C École secondaire Saint-François-Xavier,Secondary,125
B67300,707015,ÉS C École secondaire de Pain Court,Secondary,203
B28118,164925,ÉP Villa Française des Jeunes,Elementary,
B28118,138720,ÉP de la Rivière-des-Français,Elementary,15
B28118,912573,ÉS Château-Jeunesse,Secondary,50
B28118,924792,ÉS Cité-Supérieure,Secondary,15
B28118,907448,ÉS Hanmer,Secondary,108
B28118,907570,ÉS Macdonald-Cartier,Secondary,346
B28118,965570,ÉS Villa Française des Jeunes,Secondary,38
B28118,911100,ÉS de la Rivière-des-Français,Secondary,57
B28118,890817,ÉS l'Orée des Bois,Secondary,35
B28118,955622,École Cap sur l'Avenir,Secondary,100
B28118,342432,École publique Camille-Perron,Elementary,73
B28118,568961,École publique Foyer-Jeunesse,Elementary,193
B28118,332100,École publique Franco-Manitou,Elementary,28
B28118,460338,École publique Franco-Nord,Elementary,73
B28118,242853,École publique Hanmer,Elementary,45
B28118,157325,École publique Hélène-Gravel,Elementary,218
B28118,408735,École publique Jean-Éthier-Blais,Elementary,269
B28118,282898,École publique Jeanne-Sauvé,Elementary,116
B28118,327425,École publique Macdonald-Cartier,Elementary,170
B28118,164909,École publique Pavillon-de-l'Avenir,Elementary,133
B28118,174882,École publique de la Découverte,Elementary,191
B28118,25977,École publique l'Escalade,Elementary,11
B28100,111532,ÉEP Hearst,Elementary,29
B28100,260926,ÉEP des Navigateurs,Elementary,154
B28100,67321,ÉP Héritage,Elementary,387
B28100,199737,ÉP Jeunesse-Active,Elementary,219
B28100,165182,ÉP Le Coeur du Nord,Elementary,264
B28100,314242,ÉP Lionel-Gauthier,Elementary,240
B28100,469165,ÉP Pavillon Renaissance,Elementary,42
B28100,156230,ÉP Étoile du Nord,Elementary,55
B28100,946117,ÉS Northern,Secondary,96
B28100,922870,ÉS Renaissance,Secondary,120
B28100,918296,ÉS l'Alliance,Secondary,56
B28100,909335,ÉS publique l'Odyssée,Secondary,125
B28100,919055,ÉSP Echo du Nord,Secondary,56
B28100,126258,École élémentaire publique l'Odyssée,Elementary,98
B67318,781231,ÉIC Jean-Vanier,Elementary,89
B67318,705128,ÉIC Monseigneur-de-Charbonnel,Elementary,191
B67318,705497,ÉIC Nouvelle-Alliance,Elementary,141
B67318,750468,ÉIC Père-René-de-Galinée,Elementary,177
B67318,739984,ÉIC Renaissance,Elementary,225
B67318,704997,ÉIC Saint-Charles-Garnier,Elementary,195
B67318,772491,ÉIC Sainte-Famille,Elementary,276
B67318,782017,ÉS ÉSC Jean-Vanier,Secondary,412
B67318,683922,ÉSAC Mère-Teresa,Secondary,258
B67318,733458,ÉSC Monseigneur-de-Charbonnel,Secondary,312
B67318,740390,ÉSC Nouvelle-Alliance,Secondary,286
B67318,751073,ÉSC Père-René-de-Galinée,Secondary,279
B67318,705357,ÉSC Renaissance,Secondary,344
B67318,706477,ÉSC Saint-Charles-Garnier,Secondary,343
B67318,790001,ÉSC Sainte-Famille,Secondary,615
B67318,789369,ÉÉC Ange-Gabriel,Elementary,324
B67318,694100,ÉÉC Cardinal-Léger,Elementary,281
B67318,699764,ÉÉC Corpus-Christi,Elementary,242
B67318,707910,ÉÉC Frère-André,Elementary,371
B67318,707970,ÉÉC Georges-Étienne-Cartier,Elementary,374
B67318,722510,ÉÉC Immaculée-Conception,Elementary,207
B67318,689705,ÉÉC Jean-Paul II,Elementary,281
B67318,795917,ÉÉC Le-Petit-Prince,Elementary,312
B67318,705411,ÉÉC Marguerite-Bourgeois-Borden,Elementary,167
B67318,733555,ÉÉC Monseigneur-Jamot,Elementary,179
B67318,690007,ÉÉC Monseigneur-de-Laval,Elementary,449
B67318,729949,ÉÉC Mère-Élisabeth-Bruyère,Elementary,176
B67318,737330,ÉÉC Notre-Dame,Elementary,208
B67318,738166,ÉÉC Notre-Dame-de-la-Jeunesse-Ajax,Elementary,289
B67318,738190,ÉÉC Notre-Dame-de-la-Jeunesse-Niagara.F,Elementary,133
B67318,705330,ÉÉC René-Lamoureux,Elementary,218
B67318,774642,ÉÉC Saint-Antoine,Elementary,158
B67318,815640,ÉÉC Saint-François-d'Assise,Elementary,157
B67318,802662,ÉÉC Saint-Jean,Elementary,342
B67318,800490,ÉÉC Saint-Jean-Baptiste,Elementary,272
B67318,798223,ÉÉC Saint-Jean-de-Lalande,Elementary,108
B67318,810398,ÉÉC Saint-Joseph,Elementary,152
B67318,819026,ÉÉC Saint-Louis,Elementary,243
B67318,694632,ÉÉC Saint-Nicolas,Elementary,229
B67318,837180,ÉÉC Saint-Noël-Chabanel-Cambridge,Elementary,232
B67318,845744,ÉÉC Saint-Noël-Chabanel-Toronto,Elementary,137
B67318,842524,ÉÉC Saint-Philippe,Elementary,284
B67318,848808,ÉÉC Saint-René-Goupil,Elementary,154
B67318,861529,ÉÉC Sainte-Croix,Elementary,71
B67318,690740,ÉÉC Sainte-Jeanne-d'Arc,Elementary,472
B67318,862525,ÉÉC Sainte-Madeleine,Elementary,236
B67318,730211,ÉÉC Sainte-Marguerite-Bourgeoys-Brantfrd,Elementary,120
B67318,822671,ÉÉC Sainte-Marguerite-Bourgeoys-Markham,Elementary,388
B67318,838632,ÉÉC Sainte-Marguerite-Bourgeoys-St.Cath,Elementary,148
B67318,773557,ÉÉC Sainte-Marguerite-d'Youville,Elementary,532
B67318,822000,ÉÉC Sainte-Marie-Oakville,Elementary,323
B67318,725714,ÉÉC Sainte-Marie-Simcoe,Elementary,128
B67318,758965,ÉÉC Samuel-de-Champlain,Elementary,115
B67318,861391,ÉÉC du Sacré-Coeur-Georgetown,Elementary,208
B67318,755532,ÉÉC du Sacré-Coeur-Toronto,Elementary,129
B67318,727270,ÉÉC du Sacré-Coeur-Welland,Elementary,317
B29114,848662,É Saint-Raymond,Elementary,168
B29114,701580,É Sép Christ-Roi,Elementary,34
B29114,753068,É Sép La Résurrection,Elementary,277
B29114,728101,É Sép Lorrain,Elementary,33
B29114,730440,É Sép Mariale,Elementary,29
B29114,842370,É Sép Saint-Paul,Elementary,66
B29114,854590,É Sép Saint-Thomas-D'Aquin,Elementary,178
B29114,858366,É Sép Saint-Vincent,Elementary,147
B29114,860441,É Sép Sainte-Anne,Elementary,155
B29114,860832,É Sép Sainte-Anne,Elementary,177
B29114,730335,É Sép Ste-Marguerite-d'Youville,Elementary,203
B29114,781255,É Élém C St-Joseph,Elementary,314
B29114,685011,ÉS C Algonquin,Secondary,575
B29114,697605,ÉS C Algonquin,Elementary,190
B29114,710660,ÉS C Franco-Cité,Secondary,359
B29114,710504,ÉS C Élisabeth-Bruyère,Secondary,59
B67326,705446,Centre d'éduc./form. de l'Est ontarien,Secondary,304
B67326,705225,É Élém C Curé-Labrosse,Elementary,94
B67326,698202,É Élém C Du Rosaire,Elementary,69
B67326,753297,É Élém C Elda-Rouleau,Elementary,290
B67326,754102,É Élém C Embrun - Pav. Saint-Jean Pav. La Croisée,Elementary,639
B67326,725668,É Élém C La Source,Elementary,123
B67326,726800,É Élém C Laurier-Carrière,Elementary,
B67326,861367,É Élém C Marie-Tanguay,Elementary,359
B67326,737208,É Élém C Notre-Dame,Elementary,128
B67326,707465,É Élém C Notre-Dame-du-Rosaire,Elementary,64
B67326,750034,É Élém C Paul VI,Elementary,213
B67326,698075,É Élém C Sacré-Coeur,Elementary,157
B67326,766321,É Élém C Saint-Albert,Elementary,60
B67326,793230,É Élém C Saint-Gabriel,Elementary,52
B67326,795186,É Élém C Saint-Grégoire,Elementary,135
B67326,798304,É Élém C Saint-Isidore,Elementary,180
B67326,799998,É Élém C Saint-Jean-Baptiste,Elementary,254
B67326,812471,É Élém C Saint-Joseph (Lefaivre),Elementary,27
B67326,753840,É Élém C Saint-Joseph (Russell),Elementary,192
B67326,813257,É Élém C Saint-Joseph (Wendover),Elementary,78
B67326,697680,É Élém C Saint-Mathieu,Elementary,146
B67326,841595,É Élém C Saint-Paul,Elementary,212
B67326,857327,É Élém C Saint-Viateur,Elementary,206
B67326,857459,É Élém C Saint-Victor,Elementary,157
B67326,697940,É Élém C Sainte-Félicité,Elementary,202
B67326,699373,É Élém C Sainte-Lucie,Elementary,183
B67326,730050,É Élém C Sainte-Marguerite-Bourgeois,Elementary,184
B67326,863181,É Élém C Sainte-Thérèse,Elementary,141
B67326,863696,É Élém C Sainte-Trinité,Elementary,619
B67326,840947,É Élém C de Casselman - Pav. St-Paul Ste-Euphémie,Elementary,444
B67326,860443,É Élém C de l'Ange-Gardien,Elementary,235
B67326,804392,ÉI catholique - Pavillon Casselman,Elementary,284
B67326,733228,ÉI catholique - Pavillon Embrun,Elementary,193
B67326,770396,ÉI catholique - Pavillon Hawkesbury,Elementary,204
B67326,767894,ÉI catholique - Pavillon Plantagenet,Elementary,138
B67326,728807,ÉI catholique - Pavillon Rockland,Elementary,294
B67326,723592,ÉI catholique La Citadelle,Elementary,252
